+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[53]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                  project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_num_blocks_V_reg[8]/D|
| clk_out2_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[19]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[40]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                 project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_source_keep_V_reg[9]/D|
| clk_out2_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[26]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_ctrl_word_V_reg[9]/D|
| clk_out2_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[41]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                         project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_snr_V_reg[5]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[18]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[51]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                 project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_chan_symbls_V_reg[6]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/enc_ip_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[4]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                    project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[6]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                        project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_snr_V_reg[10]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[52]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                         project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_snr_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_source_words_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[21]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_ctrl_word_V_reg[6]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                    project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[52]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[37]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                 project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_source_keep_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[22]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                    project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[9]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                    project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/enc_ip_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[0]/D|
| clk_out2_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/enc_ip_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[2]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[53]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[41]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_ctrl_word_V_reg[9]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_ctrl_word_V_reg[38]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_inv_sigma_sq_V_reg[10]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[20]/D|
